stop_id,stop_name,stop_lat,stop_lon
KcvPUxQg,Puzhal Jail,13.1642986444212,80.2023101219851
ePrpofUw,Kavangarai,13.1704583088062,80.1992265248833
NFInfBeu,Sri Nallaghu Polytechnic College,13.1783792612957,80.1947861546162
kKKRBhFF,Ayurveda Ashramam,13.1846495911388,80.1914119270313
WdOwNGhj,Redhills Market,13.1892526469691,80.187651845534
xfbmoJHP,Redhills Bus Terminus,13.193081128733,80.1840835071423
NCSBLEus,Mondiyaman Nagar,13.1987783079644,80.179014125944
AJLJQqsT,Padianallur,13.2045045366551,80.1747300488548
RgDNNvUZ,Seemapuram,13.262309319262,80.2504188640581
vQqKfyzC,Chinna Madiyoor,13.2692583006138,80.2409390008591
ASAgeGQh,Kanniyampalayam,13.2756140806834,80.2119927362484
XgeKmxEU,Pudukuppam,13.2746892059888,80.1987238297846
LdNZcaVd,Attaipalayam,13.2699589124325,80.1966868774493
tDDYXOza,Nerkundram,13.2670854629938,80.1831702040628
TatGKSDD,Sothupermedu,13.2543346116439,80.1715684866278
dQfoCLXo,Karanodai School,13.2523788271501,80.1554442904776
HNejbQWJ,Karanodai,13.2470512797083,80.1575784812476
QOMpmplr,Sholavaram High School Or BDO Office,13.2425637772766,80.1598726691386
PcvuCqyL,Sholavaram 3,13.2352957441869,80.1624150968189
RpAFtJSl,Sengalamman Koil Or Sholavaram 4,13.2296387962377,80.1647714752703
CtzBEXfZ,Sembilivaram Or Nallur Road Junction,13.2272247501072,80.1656529616988
CfDISmMN,Vijaya Nallur,13.221089683876,80.1679572375229
RqCzrtQl,Semilivaram Or Nallur Toll Plaza,13.2175298036534,80.169423547251
oaiHprKy,Padianallur Check Post,13.2089302758158,80.1724502344383
SgmzKmGa,Padianallur,13.2042075017877,80.175282919188
ygaPVVOX,Mondiyaman Nagar,13.1990316092845,80.179151589156
NjRgIRup,Redhills Bus Terminus,13.1930556674252,80.1843691624024
twlwLPZj,Redhills Market,13.1896564431668,80.1874614086939
oXDhDxhT,Ayurveda Ashramam,13.1845320733356,80.1916301917898
AKEMZMhk,Sri Nallaghu Polytechnic College,13.1787700176009,80.19489143132
aCcokpIU,Kavangarai,13.1704912809807,80.1995155329047
hTBkjNzq,Puzhal Jail,13.1638602009889,80.2026735613066
MyzUerZz,Puzhal Camp,13.1580331387261,80.2039709006117
bVdjeyCP,Kathirvedu Bypass,13.1534140474998,80.208377544659
DalDuuww,Madhavaram Rountana,13.1452008095195,80.2193966622276
hVMLOzME,Madhavaram Bypass,13.1404841806041,80.2186490705125
KCMgfriT,RTO Or Kolathur Shastri Nagar,13.13590560096,80.216568437441
qzuHypgA,Retteri Junction,13.1299443010066,80.2135623385337
GjiyfRqd,"Mallikai Avenue Nagar,",13.1280588375248,80.2104190547198
vXPGJwVk,Ambedkar Nagar,13.1260236993607,80.2067892634878
FyIjwLBj,Senthil Nagar,13.1236021875297,80.2025582652566
QUMnpJQp,Agrakaram,13.1182012950218,80.1983576849358
MwLdaJul,Wheels India Road Junction,13.1011000115753,80.1945128833295
ouPwTbuD,Kovarthanagiri,13.0987154445325,80.1970833816147
qGnNRXVR,Anna Nagar West Depot,13.0940183554095,80.1987592540805
TcEVvOUM,Thirumangalam,13.0907571583754,80.1987301374094
BHzRSlej,Thirumangalam EB Office,13.0869862343638,80.1987049867423
TCqyxHhF,CPWD Quarters,13.0822470311612,80.1987192952114
AszcEtOu,Koyambedu Chathiram,13.0739375560987,80.2003516197128
CrcsXCbZ,Koyambedu Market Or Police Station,13.0692090460371,80.200502864092
BRjWpQtg,Koyambedu Market,13.0661170193395,80.1988282743199
EsTStEav,Athipattu Pudhu Nagar,13.2515180714674,80.3035094763782
UDPMiWKD,Vallur,13.2524416764469,80.2873407378747
XeefDCzo,N C T P Staff Quarters,13.2537198896316,80.2823839115679
IbNLqAKw,Pattamandiri,13.2552684487676,80.274819340196
rrYLcPKJ,G R Palayam,13.2425284593215,80.2742361482551
EeAWpikH,Kondakarai,13.2361605534909,80.2741555159997
cYArvsJE,Vellivoyalchavadi,13.2307403821438,80.2740994932378
RLMiJrFV,Old Nappalayam,13.2258781958261,80.2739079236435
JtZjSNXW,Nappalayam,13.2182497251963,80.2728241616089
SUgOBtjk,Manali New Town,13.2079421018511,80.270876548827
ILgjTtXh,Vichoor Echakuzhi,13.2015754362944,80.2698375787436
DATqCMmz,Dwarka Nagar Elementary School,13.1969907429274,80.2696406828386
fKUdbDza,Andarkuppam Check Post,13.1920189497747,80.2698055412932
cpLivUai,Elanthanur,13.1888062949108,80.269907283564
JFVlrPHE,Vaikadu,13.1842222943819,80.2699362407756
QZgueNIh,MFL,13.178224430789,80.2701312011006
XxhwFmzZ,Petro Araldit,13.1767438460917,80.277830072777
JyqrAKLu,TPL,13.1763719642106,80.2800410874991
TCMQvOqy,Sathangadu Police Station,13.175467302377,80.286626157269
NmilzqZp,Sathya Moorthy Nagar,13.1765365600506,80.2945641914976
JdZarNsv,TKS Nagar,13.18010623617,80.2976705061107
rAizOLWV,Jothi Nagar,13.1814083187142,80.2988068315984
xuEvBBdE,Murugappa Nagar,13.1837385643065,80.3010818967688
VXthmpcS,Mullai Nagar,13.1862468665639,80.3035946928595
vCGIyJLJ,Lift Gate Police Station,13.1849109271234,80.3116831347968
WQdyWhSR,I T C,13.1836692092313,80.3086552553277
VCGhveHG,Wimco Nagar Or MRF Tyre Factory,13.1790962842202,80.307356794994
RVyaKvKa,Agasthiya Theatre,13.1239273817208,80.2883620573993
CmbQeSBI,Mani Koondu,13.1222593492415,80.2870291978764
gVtshwcF,Theagaraya College,13.1173599130035,80.2843527299156
FVWAEAei,Pandian Theatre,13.1126609037231,80.2817442231076
ZlnerNQG,Cemetery Road,13.110106427795,80.2811846704319
YbVmHVTt,Pencil Factory,13.1107859518931,80.2785288497755
IEIGyzMc,Mint Bus Terminal Or Vallalar Nagar,13.1060348018861,80.2799962417905
yolIeCeg,Stanley Hospital,13.105075135977,80.2843824958667
zGRHGxRL,Bharathi Arts College,13.1041146181568,80.2876703684435
DeduXMzE,Thambu Chetty Street,13.1030227305394,80.2901579810379
udlIzhJE,Clive Battery,13.0993027963043,80.2939843086165
TlwaKrQx,Collector Office,13.0962216327795,80.2929850291418
zkttsLJe,Beach Station,13.0940768922734,80.2922707443711
DGXoOene,Parrys Corner,13.0895910401323,80.290783940473
AuFodFES,High Court MTC Bus Terminus,13.0859819737689,80.2850512105973
XGJiqzLW,J J Nagar West Terminus,13.0825300962122,80.1702881689321
NioHjTzW,M G R Salai,13.0853523590038,80.1697919877745
ajHbAyln,Mogaipair Road Junction,13.0887857912157,80.1694405943316
pKTlpooZ,Wavin,13.0886321576325,80.1718835668748
eLJsZeiN,Golden Flats,13.0883439447246,80.1783938164372
GAmIIRJy,T S Krishna Nagar,13.0881108304347,80.1837898257563
VxDjfWES,Collector Nagar,13.0878842126399,80.1889303255426
PIUpvPaY,Thirumangalam EB Office,13.0873229258877,80.1975684006723
DZfIGmUT,Thirumangalam Or Sunguvarchattram,13.08546828013,80.1990987568397
GtaXwPrK,12th Main Road,13.0852433491315,80.2046456613298
lodpETKX,Blue Star,13.0850207235379,80.2115653360453
VJibZvbS,Anna Nagar Roundtana,13.0847518506962,80.2169649749907
bdIbpKdP,Anna Nagar East Metro Station,13.0846846745313,80.219827963316
IATYolYz,Giriyas,13.0850095820801,80.223578715695
pYVbvizw,Chinthamani,13.0846187776606,80.2245368125502
qVoRAqeW,Bala Vihar,13.0831894990978,80.2299007455519
ZaGkusMD,Kilpauk Garden,13.0835259138264,80.2331007736076
jbHwQxnf,Mummy Daddy,13.0830731111238,80.2417678800564
QhHHeMWd,Kelyys Court Balfur Road,13.0849890867495,80.2448137947242
dbODevdQ,Abirami Theatre,13.0858502561085,80.2466445217197
pfHqWMIj,Motcham Theatre Or GRT,13.0859853074558,80.2500383300196
VJxUELSE,Purasaivakkam Tank,13.0856076623489,80.2537522521098
toSYGXDz,Doveton,13.0869949180416,80.2578536861416
kvUkWdFy,Doveton Or Vepery,13.08825997916,80.2624221456327
aVjdmBcp,Madras Veterinary Hospital,13.0853011861328,80.2668693276978
FDPmqphv,Periyamedu,13.0837003162946,80.2706717871956
vAmDeQKU,MGR Central Station,13.0821833284784,80.2755726087726
KwaxxmSs,Nurse Quarters,13.0822983187727,80.278960593916
neNWquOh,Central Dental College,13.082988700827,80.2819947066764
urDxqCbf,High Court MTC Bus Terminus,13.0850101011039,80.2834465790542
eNeyLBFO,Broadway,13.0882056751937,80.2838898312385
AfiCfkKp,Central Dental College,13.0832042392015,80.2823822858791
jdLnGxbl,Nurse Quarters,13.0820638382765,80.2790538006793
ZOYIPfUx,MGR Central Station,13.0818766748282,80.2776184636987
hxSTJhOz,Pallavan Salai,13.0754177941793,80.2763852250753
rDSiGFpR,Simson Or聽Periyar Bridge,13.0705293132854,80.2738817434181
LbKosGpD,Shanthi Theatre,13.0672318303405,80.2704762044809
EyvpJXTd,Lic,13.0655987660718,80.2675035786764
ZxaSjtZr,Pattullos Road Or聽Express Avenue,13.0604571824205,80.2626103068706
bnyGqpGo,Anand Theatre,13.0564124581204,80.2571862134164
PosMzsZQ,Gemini P H,13.0516229165024,80.2503537286992
LPfgjVyT,DMS,13.0469780284762,80.248613852547
cniBuICf,Vanavil,13.0414933034351,80.2474209630138
WtPVEKaC,Siet Gst,13.0375884087394,80.2466553350765
layRWXWu,Nandanam Military Quarters,13.032580125734,80.2429275330423
XhEiPtVg,SHB,13.0301166669151,80.2382801476533
JERGrgVI,Munipillai Chathiram,13.0260129660723,80.2314275604673
DOGyniWl,Thadandar Nagar,13.0243467003658,80.2287545641462
pcsyYQLs,Saidapet,13.0229736779237,80.2272532994161
udTxdaUq,Saidapet Bridge,13.0197070343994,80.2246653827197
YmkUpvHU,Little Mount,13.0139397637957,80.2264594077005
rRGVruPM,Raj Bhavan Quarters,13.0105807463257,80.2251746984468
gWHWSqxI,Concorde,13.0118634252617,80.2219499392953
IESGsZGI,Chellammal College,13.0116830867242,80.2196434894447
OeFzXvJs,MGR Medical University,13.0106420108863,80.2167587395295
QDIpIlEK,Race Course Road,13.0082234689102,80.213334539572
GiONHkbf,Maduvankarai,13.0045878520574,80.2122939390909
dcGuCeOF,Prnaipalai Or Alandur,13.0041224674843,80.20129583864
ckoHNDVp,St.Thomas Mount Railway Station,12.9943787882705,80.2002695835856
TdXLhpcB,Adambakkam,12.9908191052748,80.1984659911131
miDIXkTS,Surendhar Nagar,12.9866538811434,80.1974137782331
BdeNhZep,Vanuvambedu,12.9814783632858,80.1953150255591
jVrpqaRi,Anjaneyar Kovil,12.9827822999768,80.1918555921366
BCaYhIgf,Chidambaram Store,12.982998681859,80.1884415334411
vePIvsJu,Rasi Silk,12.9814266971469,80.1883354080518
wYGnXViz,Roja Medical,12.9806815254556,80.1878839947485
vDrIQGSM,Vetrivel Theatre,12.9798011614104,80.1829079889013
fpBSsIiN,Nanganallur MGR Road,12.9780630126832,80.1829677662217
kVypOvQA,Nanganallur Bus Terminus,12.9778972106659,80.1815044425302
VTHwomVj,Maduravoyal Arikari,13.0614557291392,80.1644666939551
bsQVAuyn,Maduravoyal,13.0633516669369,80.1670385434402
pygvGZaF,Maduravoyal Post Office,13.0648181162911,80.1718382017389
gnmwaIOJ,Maduravoyal Ration Shop,13.0670567527496,80.1750858467372
nCsqpnJo,Vengaya Mandi,13.0700371433058,80.1815505281092
pdLPgMHo,Nerkundram Signal,13.0708917196748,80.1821591729469
BZfkJyvP,Mookambikai Dental Collage,13.0725948104119,80.1813109567199
gOEBySGW,Mugappair,13.081149684834,80.1775381049109
MRNmFwSk,Elango Nagar Officers Colony,13.0902898955882,80.185476360321
FDNEUies,Pilliyar Kovil,13.0932632263894,80.1886804082752
jHHlfIjj,Kumaran Nagar,13.0950142456127,80.1888302471585
zciPUDzN,Sivan Kovil,13.0959945439488,80.1877907979112
RfgTYnKH,Maruthi Theater,13.0960453954312,80.1863426013622
IQleWbDf,Vanniyar St,13.0965663062218,80.184537708581
SgSmBRUr,Yadhava Street,13.0992725080857,80.1848493616119
QsteKrle,Britannia Bus Stop Padi,13.098136573271,80.180686882778
cmkMoJCe,Little Holy School,13.1066840809375,80.1797645539847
LpqOzfFt,Church Stop,13.1085662645235,80.1802537377229
vfbdLzPe,Lake Stop,13.1103180420758,80.1805610291419
xreoFKjO,Amma Hotel,13.1100632660566,80.1834692506204
BYVXItej,Korattur Bus Terminus,13.1114270239283,80.1844176463055
iIARpDWU,Thiruvallur,13.1389683092375,79.9075644052772
YIEuAZyW,TNSTC Bus Depot,13.1354076503736,79.9086739938672
dIzWcSEA,Goverment Hospital Tiruvallur,13.127560278446,79.9105430154243
JYjcxadu,Thiruvallur Oil Mill,13.122443195795,79.9117317526578
tKHOTHLP,Manavala Nagar Junction,13.1109929046836,79.9102663486563
INgMgzPi,Caterpillar,13.097589984787,79.9074383622593
pugbqfwh,Killnallathur,13.0949240548823,79.9076036243638
YlMTFYgN,Melnallathur MGR Nagar,13.0915383250987,79.9077834975248
NmlfPGxe,Melnallathur,13.0885041428593,79.9078171300713
RldYRgxk,T C L,13.0827578353867,79.9084397573832
XfmqgVlB,Athikulam,13.0745681930709,79.9097010232842
ddAfiRml,Polivakkam,13.0674791783915,79.9108041096717
HHbKiMPc,Chathram Village,13.0561354898414,79.9126652304089
vCtwKmtA,Sengadu,13.0295591166273,79.9185505654284
hGRIMrVW,Mannur Junction Sriperumbudur Bypass,13.0158641806405,79.9266253578082
fSQOYpje,Parangusattram,13.0097113032336,79.9314602932675
rAUblAml,Sri Om Nagar,13.0015468386662,79.9341709097066
YRiTgQXe,Thodukadu,12.9952622827457,79.9349878637177
OgfqNfUY,Kiloy Junction Road,12.9838872234368,79.9364504887261
zGXQZTlC,Bhakthavatchalam Nagar,12.9805505044511,79.9373267580006
vDTAjOOR,Sriperumbudur Bypass,12.962259292268,79.9452675529074
aUchBfAA,Flower Bazzar,13.0875069593013,80.2814187256831
ILyFYAIV,Periyamedu,13.0839276106462,80.2704377644591
PaLbQtln,Nehru Stadium Or Taluka Office,13.0869922495608,80.2699518018699
zOQhKaAF,Choolai Rountana,13.0912874281259,80.269307828207
eVGAINdZ,Natraj Theatre,13.0932907850582,80.2687204878354
SUoxgoEf,Kesavan Park,13.0950885452838,80.2661779323267
MlQcmexA,Pulianthope Police station P1,13.0998419132132,80.2596518557333
IMtkgxTU,Madhavaram Aaduthotti,13.1042487408379,80.2609136076001
XXPGaRGh,Kannigapuram,13.1080798709794,80.2602584156947
PrdzzRyE,Ganeshapuram,13.1096433617068,80.258412626566
uTcsgvmK,BSNL Telephone Quarters Or Jeeva Railway Station,13.1089842339974,80.2551121949364
bCOJrgoA,BB Road,13.1086037829982,80.2519433412576
qDeoslSZ,Perambur Bus Terminus,13.1083837866428,80.2482116999075
hLEWSLqw,Perambur Railway Station,13.1080022136834,80.244756089321
FDCDnriY,Perambur Church,13.1088575005451,80.2417511679584
yYSDLmlm,Chembium Old Post Office,13.1115573922558,80.2387176736565
ydoNqUsu,Venus Theatre,13.1136370932079,80.2354715453524
OyNIynZV,Peravallur,13.1159513475967,80.2317340080335
NcLanIdZ,S R B Colony,13.1184865836654,80.2260636598294
SyrqOGJb,Kolathur Anna Salai,13.1207129078309,80.2240346749163
vNgPBJZx,Balaji Nagar,13.1247053226212,80.2249133712504
GnQdXosz,Peravallur Kumaran Nagar,13.1263710116293,80.2276397106531
eYiyBone,Manali New Town Bus Stand,13.2018302059311,80.2759636857196
IWsbluFe,Manali New Town Old Bus Terminal,13.2074373915707,80.2733405705171
IuRRuHdp,MFL Labour Gate,13.1697879881708,80.2719789199904
qVzVrWDp,Chennai Petroleum Corporation Limited,13.1611783013549,80.2692557410142
QeEdlYuU,Manali Meenakshi Theatre,13.1624139877202,80.2624442536787
dKSFzIqs,Manali Market,13.163534692743,80.2586402060127
RVNzMGgw,Sasthiri Nagar Manali,13.1652503538451,80.2534824599279
HNYicgCh,Mathur MMDA Third Main Road,13.1667860195327,80.2499134899499
yRpreQRc,Mathur Gate,13.166832439619,80.2455168143573
fCvqoWrT,MMC Veterinary University,13.1616327381719,80.2441300705409
SiflCzMU,Madhavaram Milk Colony Main Gate,13.1501791366945,80.2418072463602
ojINhgSe,Arul Nagar,13.1455206510117,80.2397823239078
IURTQlCB,Madhavaram Post Box,13.1423641443385,80.2368196953082
KLTxOJqh,Murari Hospital,13.137798268099,80.2379196500087
ftvNhZKM,Leather Company,13.1349949231949,80.2386962361936
OoNwiPDT,Moolakadai Market,13.1318356117434,80.2402602116737
TDvESTZN,Madhavaram Rountana,13.1438546840975,80.2199766899271
aQxdJxqw,Kilkattalai,12.9561290516053,80.1868114517545
NajoDNFv,Ganesh Nagar,12.9617751450186,80.1872861843708
TxpOiGNK,UTI Bank,12.9660136981912,80.1885529168894
OBtWrzof,Madipakkam Road Junction,12.968496183329,80.1895205897428
sXdfcDSs,Moovarasampettai,12.9695319424532,80.1861896472387
lDAJUywo,Ezhurammal Koil,12.9710616044364,80.1832150233136
aczkUizQ,Amman Kovil,12.9760642361681,80.1831752146308
lBcqwpvX,Nanganallur MGR Road,12.9781064653586,80.183021410402
GVbuUhiB,Vetrivel Theatre,12.9797433338063,80.1828265168025
ycnCBofK,Roja Medical,12.9807860721321,80.1879544027352
WysdzVVd,Rasi Silk,12.9815613005811,80.1882717055877
fvJrDdyT,Chidambaram Store,12.9829640510857,80.1883543616481
CyCGxMFC,Nanganallur Market,12.9853615914652,80.1883897812916
SLTvTFdQ,Pazhavanthangal Subway,12.9879533232872,80.1851775337295
ByhOWHwN,Kendriya Vidyalaya Minambakkam,12.9919672640213,80.1850366629242
AXkvSZpr,Alandur Court,12.9959003436707,80.1886240816323
ntDOQspU,St Thomas Mount Head Post Office,13.001852214424,80.1961333388229
EYUKnAfo,Prnaipalai Or Alandur,13.0039721957456,80.2007352569559
PBhrbOYf,Guindy Industrial Estate,13.0092207497187,80.210792600131
izhcStbR,MGR Medical University,13.0108492503015,80.2168375113757
WOOyqinT,Chellammal College,13.0122934839834,80.2207623907391
FyoAuDvn,Little Mount,13.0155975469184,80.2250649963828
QgKtWMoe,Saidapet Bridge,13.0196742292536,80.2243999697981
xiTGCYEl,Saidapet,13.0223747144858,80.2264518978422
bZroqIhX,CIT Nagar,13.0292528155985,80.2307305440707
CZILPIdz,Thiyagaraya Nagar Bus Depot,13.0344950122601,80.2300510839551
CuLSONdy,Vadapalani Bus Stand,13.0485107277194,80.206097113811
yLfxPIZM,Avichi School,13.0473335874077,80.1975323914879
UgpyjFML,Virugambakkam,13.0463842010269,80.1901037120291
tzYrVhKO,Alwarthirunagar,13.0442789966718,80.1849209008101
YctaenCe,Kesavardhini,13.0418983941772,80.1779531593143
iZJqXCNN,Ganga Amman Kovil,13.0482082259112,80.1774081049109
JlhXRmbH,Sri Devi Nagar,13.052426,80.1775476938658
ywwRdtyU,Radha Nagar,13.0527826129073,80.1767872711639
ewsKrSMC,Ganga Nagar,13.0540515080953,80.175893804605
OUMShUKk,Amuthan St,13.0553976454471,80.1828467171793
hqxAukOU,Kamarajar Salai,13.0550459960904,80.1848360058284
kkGXwSpd,Virugambakkam Burial Ground,13.0546877299585,80.1871906239252
ihLGDZmL,Erikkarai Rk Nursery,13.0538571008203,80.1889242303653
WesGOuHi,Lakshmi Appartment,13.0525817619778,80.1894809883432
QNScHwgR,Elango Nagar,13.0527477456026,80.1920782003542
qnxnYECs,Natesan Nagar,13.0573616179364,80.194155424405
cdpcgPuX,Sai Nagar,13.0597219156438,80.1953178279185
ClkWMubw,Chinmaya Nagar,13.0629406810983,80.1971039756146
IHgoSYJu,Koyambedu Market Or Police Station,13.0695108165655,80.2004629662329
RVGhYAxc,Koyambedu Chathiram,13.0740224682939,80.1998651340528
RoAYEvND,Ayanavaram Bus Depot,13.0984512467527,80.2422536060533
nJRBvlcT,ICF,13.1000913908736,80.2156775890567
gRVxNCAP,Gandhi Nagar,13.0973679508181,80.2168342595564
HkSXkIZj,Gandhi Nagar Hospital,13.0964578748212,80.2194197952142
womqVgRl,V.O.C. Nagar,13.0911347756673,80.2277786662135
DvUXLssj,Water Tank Kilpauk  New Avadi Rd,13.0890119255948,80.2305858768145
izYvwhlO,Kilpauk Garden,13.0841759018109,80.2340671085946
XHTcEfiO,New Avadi Road,13.0796000900411,80.2335813805078
jFmPCmzM,Pachaiyappa's College,13.0760711570085,80.2346509409322
UVXtloWB,Taylors Road,13.0765768294299,80.2373717503383
iBiVOFur,Chetpet,13.0703412603008,80.242065579311
nrUfCQxz,Metrological Department Sterling Road,13.0677776387785,80.2463737920435
KMDYeUKg,Valluvar Kottam,13.0538045360423,80.2422920810204
aIerxCRO,Vidyodaya School Valluvar Kottam,13.0509534055299,80.2405830335592
lxSUNwOi,Kamarajar Illam,13.0477441393108,80.2399599383298
lxUFwFoD,Vani Mahal,13.0448807609797,80.2399884814952
sboFIMZc,Pangal Park,13.0409780015983,80.2340246922386
wSRHKxQJ,Thiyagaraya Nagar Bus Depot,13.0336568588745,80.2305174530476
nEXpIbiD,CIT Nagar,13.0298919336206,80.2308486096222
fubLBmAl,Saidapet Veterinary Hospital Or Raja Hostel,13.0251443444085,80.2297639908593
lQIpGOTn,St Thomas Mount Head Post Office,13.0019384580829,80.1972223156829
ysSWNERo,Meeanambakkam international Airport,12.986066570694,80.1743084987729
jFRqfnFl,Thirusoolam National Airport,12.9793722994636,80.1622561068448
irOhhyJi,Pallavaram,12.9689087101317,80.1499976857215
McwuinyG,Saravana Store Chromepet,12.9565664765913,80.1434468226852
aqtBwxds,Chromepet,12.9516235531605,80.1405615858956
eaNsVWDR,Tambaram Sanatorium Bus Stand,12.9370558999098,80.1280902221511
slfxTuih,Tambaram East Bus Stop,12.9233980280384,80.120500481748
EKBYIHlq,Spensor Plaza TVS,13.06065670499,80.2614102330378
vzxcaINQ,Anand Theatre,13.0573315330258,80.257499696595
mhgPTzcZ,Kathipara,13.0073662528565,80.2016578060487
bOiSLYGO,Butt Road,13.0072935844823,80.1971021435008
uXKxCjNA,Military Quarters,13.0108288791354,80.1956124057937
fMrlznIn,Trade Centre Nandambakkam,13.0166919919334,80.1891916636848
